mturk,political_stand,session,question_id_sequence,current_question,world,sequential_number,aid 
5c3e1cd0-123a-44b5-bece-7a65d95e35fb,Republicans,5c3e1e7360800,"24,5,12,6,10,17,13,1,11,18,19,20,15,14,3,16,8,4,7,2,9,25",25,7,0,5c3e1cd0-123a-44b5-bece-7a65d95e35fb
5c3e1ee9-0c68-4d88-9732-8839583f78be,Democrats,5c3e1f2425afb,"23,19,6,7,13,8,17,10,20,2,1,14,11,16,9,12,3,18,15,5,4,25",,4,0,5c3e1ee9-0c68-4d88-9732-8839583f78be
5c3e1ee0-3cbb-4d2f-85b6-e84e30a4a383,strong Republicans,5c3e1f86f3a3d,"23,14,4,18,20,12,5,15,11,17,6,19,13,3,9,16,10,8,2,7,1,25",,3,0,5c3e1ee0-3cbb-4d2f-85b6-e84e30a4a383
5c3e1f33-c8f0-4bf7-aca0-909b42c642c4,strong Democrats,5c3e200ada786,"24,10,14,20,9,5,16,19,8,2,15,1,3,11,6,12,18,4,17,7,13,25",,9,0,5c3e1f33-c8f0-4bf7-aca0-909b42c642c4
5c3e20dc-5286-40f4-9397-3d2f62f33d31,Democrats,5c3e2117931d6,"24,5,12,3,20,1,6,16,2,19,11,14,15,4,17,13,18,9,8,7,10,25",,6,0,5c3e20dc-5286-40f4-9397-3d2f62f33d31
5c3e2172-c3f0-48cc-9594-fbd6122872ad,strong Democrats,5c3e21ead3944,"23,4,1,9,20,13,7,11,16,10,18,6,8,2,5,3,19,15,12,17,14,25",7,9,0,5c3e2172-c3f0-48cc-9594-fbd6122872ad
5c3e24c3-d50a-4048-9245-77c8f3f9e759,,5c3e24ed17cc9,"24,15,1,7,12,18,8,9,6,10,19,3,5,13,20,16,2,4,17,11,14,25",24,3,0,5c3e24c3-d50a-4048-9245-77c8f3f9e759
5c3e2518-8905-4930-8fdd-1c7b3d39b7f1,,5c3e2595204f5,"23,18,16,1,13,17,10,14,11,4,9,12,2,3,15,8,20,7,6,5,19,25",23,5,0,5c3e2518-8905-4930-8fdd-1c7b3d39b7f1
5c3e2587-eda8-4321-8a43-c8fcbb23bc73,strong Democrats,5c3e25b139f02,"24,7,8,9,18,3,4,20,19,1,6,16,14,10,17,12,2,15,5,13,11,25",18,4,0,5c3e2587-eda8-4321-8a43-c8fcbb23bc73
5c3e24a5-2f27-481b-80df-bb7ffe7475d9,strong Republicans,5c3e25c35988a,"23,15,11,16,13,10,7,19,18,3,5,2,12,17,14,20,1,6,9,8,4,25",25,1,0,5c3e24a5-2f27-481b-80df-bb7ffe7475d9
5c3e2619-9903-4269-bbc8-a622f710de95,Democrats,5c3e2642a0a34,"23,19,18,2,3,10,4,17,14,7,9,20,1,5,16,12,8,15,6,13,11,25",,7,0,5c3e2619-9903-4269-bbc8-a622f710de95
5c3e27c7-5d53-491d-8c80-4f5549401332,Republicans,5c3e28073bf6b,"24,17,14,1,10,9,11,18,2,5,20,12,6,7,15,3,13,4,19,16,8,25",,10,0,5c3e27c7-5d53-491d-8c80-4f5549401332
5c3e3021-6f0c-4343-a90f-996f056dae5c,strong Democrats,5c3e3059dadd4,"24,16,5,12,9,1,7,3,8,2,6,10,19,13,15,17,4,14,20,11,18,25",,8,0,5c3e3021-6f0c-4343-a90f-996f056dae5c
5c3e3201-fc4d-46fc-a4d4-c383b61608f6,strong Democrats,5c3e3239cb6ba,"24,8,16,6,20,9,14,4,2,1,12,15,7,11,5,10,17,13,18,3,19,25",,2,0,5c3e3201-fc4d-46fc-a4d4-c383b61608f6
5c3e320a-0a7a-4ade-849a-7883c28887b3,Republicans,5c3e32527584f,"23,1,14,12,2,11,6,15,5,10,20,7,18,13,3,8,9,16,19,4,17,25",25,8,0,5c3e320a-0a7a-4ade-849a-7883c28887b3
5c3e3209-e22d-416a-8f95-59e6515f33d7,Republicans,5c3e326560bd5,"24,3,5,12,2,6,1,20,18,7,15,16,13,19,9,14,8,10,17,11,4,25",8,9,0,5c3e3209-e22d-416a-8f95-59e6515f33d7
5c3e3291-11db-4a52-bf20-bff25c2142cf,strong Republicans,5c3e32da2915d,"24,5,11,16,14,8,2,19,3,20,13,15,17,12,9,4,10,6,1,18,7,25",25,6,0,5c3e3291-11db-4a52-bf20-bff25c2142cf
5c3e3261-b4a7-4f69-a806-98d1c50b586a,Republicans,5c3e32e307745,"23,8,18,19,10,11,15,3,6,7,4,2,13,20,9,17,14,16,5,12,1,25",25,4,0,5c3e3261-b4a7-4f69-a806-98d1c50b586a
5c3e33dc-817d-4440-a6fa-7058bcadc76d,strong Democrats,5c3e3411b5a98,"24,19,12,1,18,2,16,20,9,6,14,15,11,17,4,7,8,10,5,3,13,25",,10,0,5c3e33dc-817d-4440-a6fa-7058bcadc76d
5c3e33e1-86b2-4159-b2f1-94caef77b6ae,strong Democrats,5c3e342c3c21b,"23,17,8,7,13,14,20,3,15,9,2,4,11,10,6,12,5,19,18,1,16,25",,7,0,5c3e33e1-86b2-4159-b2f1-94caef77b6ae
5c3e342e-57a5-4567-a5bb-8f44ccd5f471,Republicans,5c3e3489c9221,"23,5,15,17,7,9,18,16,3,6,11,2,1,4,13,14,20,19,10,12,8,25",,2,0,5c3e342e-57a5-4567-a5bb-8f44ccd5f471
5c3e34a1-bdf2-4d31-9096-ebdf18c8dae4,Democrats,5c3e355998764,"23,15,13,17,10,19,1,12,3,2,8,18,16,14,20,7,6,11,5,4,9,25",13,1,0,5c3e34a1-bdf2-4d31-9096-ebdf18c8dae4
5c3e1513-c7ce-43ef-a97f-9a06126dc19d,Republicans,5c3e3683860dd,"24,12,19,9,15,14,10,20,3,6,17,18,1,2,8,11,16,13,7,5,4,25",,5,0,5c3e1513-c7ce-43ef-a97f-9a06126dc19d
5c3e357e-9713-4467-8a2f-3ac2926a4382,Democrats,5c3e36e579a84,"23,9,8,7,19,1,2,5,16,12,6,13,20,17,10,4,18,3,14,15,11,25",8,3,0,5c3e357e-9713-4467-8a2f-3ac2926a4382
5c3e3746-341f-4b18-afb6-9e330768a15d,strong Democrats,5c3e37734629a,"23,19,5,7,9,8,15,17,4,14,3,6,11,12,13,10,20,18,2,1,16,25",19,6,0,5c3e3746-341f-4b18-afb6-9e330768a15d
5c3e3830-f1b2-4d67-9b51-ab71f7fc831e,Republicans,5c3e384a0306e,"23,15,13,4,9,5,14,8,10,2,18,11,16,1,3,20,12,19,17,7,6,25",,7,0,5c3e3830-f1b2-4d67-9b51-ab71f7fc831e
5c3e37ce-a7c7-458c-a26d-8772fd97c899,Democrats,5c3e384f239db,"24,11,4,18,10,12,15,16,9,14,1,2,8,13,19,6,3,5,7,20,17,25",11,9,0,5c3e37ce-a7c7-458c-a26d-8772fd97c899
5c3e3813-4952-434b-9d0b-ffbe97ae72dd,strong Democrats,5c3e38a655a37,"23,12,6,16,7,9,10,3,4,15,8,14,13,20,5,19,11,2,1,18,17,25",23,4,0,5c3e3813-4952-434b-9d0b-ffbe97ae72dd
5c3e3884-8a40-4f5a-b6a3-ff9b2edf086d,,5c3e3924017d3,"24,14,9,4,8,10,16,5,15,2,17,19,20,12,6,18,11,7,1,3,13,25",24,1,0,5c3e3884-8a40-4f5a-b6a3-ff9b2edf086d
5c3e3907-e0c7-4f0a-9bfd-52d35696d0e3,,5c3e398b0cae8,"24,4,12,11,13,2,10,6,8,16,20,14,17,5,19,9,7,15,18,1,3,25",24,8,0,5c3e3907-e0c7-4f0a-9bfd-52d35696d0e3
5c3e38cd-7ef1-4824-9e8d-d977332a4bab,Democrats,5c3e39e5b8eab,"24,19,20,6,18,2,9,14,8,16,7,13,3,11,4,12,17,10,1,5,15,25",20,10,0,5c3e38cd-7ef1-4824-9e8d-d977332a4bab
5c3e39a4-f44a-436d-aabd-456731b11ef2,Democrats,5c3e3a342773c,"24,4,2,8,7,13,18,11,1,17,15,14,3,20,16,9,5,12,19,6,10,25",15,5,0,5c3e39a4-f44a-436d-aabd-456731b11ef2
5c3e3bb4-5627-4661-a124-5b941db0e5a9,Republicans,5c3e3c2782713,"24,3,7,20,2,19,11,18,17,12,8,15,5,9,14,13,1,4,16,10,6,25",,2,0,5c3e3bb4-5627-4661-a124-5b941db0e5a9
5c3e3c67-c9fc-48e5-82f6-d4e33f62b49d,,5c3e3cdd5b4fb,"23,19,17,16,12,18,4,14,11,20,5,6,8,3,10,7,1,9,2,15,13,25",23,3,0,5c3e3c67-c9fc-48e5-82f6-d4e33f62b49d
5c3e3d58-655f-4b44-a704-27cd2637cbe8,Republicans,5c3e3f31c6bb3,"23,14,9,19,7,12,2,6,17,18,20,15,10,4,1,11,8,3,5,16,13,25",14,2,0,5c3e3d58-655f-4b44-a704-27cd2637cbe8
5c3e3f41-ca23-4509-a8ef-587a4e2c237e,strong Republicans,5c3e3f68125d0,"23,6,4,8,1,18,16,3,15,17,13,5,14,2,19,12,9,20,11,10,7,25",1,4,0,5c3e3f41-ca23-4509-a8ef-587a4e2c237e
5c3e3f6d-ea41-4e46-8410-e600c3cb3c1f,Democrats,5c3e3fbdd6162,"23,9,2,11,19,3,17,10,18,16,15,4,14,5,1,13,7,20,8,6,12,25",,8,0,5c3e3f6d-ea41-4e46-8410-e600c3cb3c1f
5c3e3f91-c7a8-42dc-8295-0c96908c5846,Republicans,5c3e3fbe37caa,"24,16,12,7,4,8,3,2,6,9,19,14,11,10,1,5,20,18,17,15,13,25",7,6,0,5c3e3f91-c7a8-42dc-8295-0c96908c5846
5c3e3f96-eaff-415f-9ca1-c670e7047f4b,,5c3e3fc937682,"23,10,13,5,19,14,6,16,11,15,1,12,4,7,3,8,2,9,20,17,18,25",23,1,0,5c3e3f96-eaff-415f-9ca1-c670e7047f4b
5c3e1ccf-7ce7-4225-881b-e22e54b70632,,5c3e408c9f18b,"23,13,9,10,12,11,18,2,17,3,16,20,6,1,5,7,4,8,19,14,15,25",23,9,0,5c3e1ccf-7ce7-4225-881b-e22e54b70632
5c3e3f8c-66c1-4d58-91df-52ee5fc735cb,,5c3e4099726c3,"23,18,3,7,5,9,1,14,8,4,13,10,11,20,2,17,6,12,15,19,16,25",23,7,0,5c3e3f8c-66c1-4d58-91df-52ee5fc735cb
5c3e4323-b557-451c-a6fd-3ebb5ad0b1b5,Republicans,5c3e43b41a84c,"23,10,20,5,8,15,4,1,3,9,6,13,16,7,18,17,12,2,19,11,14,25",,10,0,5c3e4323-b557-451c-a6fd-3ebb5ad0b1b5
5c3e44a5-b3eb-4e94-bfb0-bab7a4d0908e,Democrats,5c3e44f0b52eb,"24,16,12,4,14,7,11,2,3,8,17,19,9,15,1,5,18,10,6,20,13,25",,5,0,5c3e44a5-b3eb-4e94-bfb0-bab7a4d0908e
5c3e44a2-a344-43a3-ac6a-18625e70df98,Republicans,5c3e452feb671,"24,14,13,8,6,15,12,4,1,9,7,19,5,2,17,16,11,20,3,18,10,25",,3,0,5c3e44a2-a344-43a3-ac6a-18625e70df98
5c3e4a01-de4a-44d1-a272-5a686ee68ae6,Democrats,5c3e4a3c11431,"24,5,2,16,4,6,1,3,8,19,7,20,12,9,18,10,13,17,11,14,15,25",,7,0,5c3e4a01-de4a-44d1-a272-5a686ee68ae6
5c3e4b0d-d4bb-4d93-9b8c-0598e6c136ae,,5c3e4b4077b76,"24,4,13,12,14,20,5,9,18,7,8,17,1,11,10,2,16,15,3,19,6,25",24,2,0,5c3e4b0d-d4bb-4d93-9b8c-0598e6c136ae
5c3e4b3a-0046-4a1d-ae08-2921d12d0aa0,Republicans,5c3e4b6fdd198,"23,19,13,9,3,20,2,1,11,6,7,14,5,10,12,15,8,17,16,4,18,25",,3,0,5c3e4b3a-0046-4a1d-ae08-2921d12d0aa0
5c3e4c90-d9dc-4bc4-8fb8-c4dfd4b7991e,,5c3e4cca566eb,"24,10,1,14,20,12,9,17,3,7,11,16,6,13,2,15,8,4,19,5,18,25",24,9,0,5c3e4c90-d9dc-4bc4-8fb8-c4dfd4b7991e
5c3e4e55-78f5-4127-9df5-cb026ea1c2c8,Republicans,5c3e4e9f2822b,"23,19,5,7,2,13,1,6,15,4,11,10,18,3,17,9,12,8,16,20,14,25",,4,0,5c3e4e55-78f5-4127-9df5-cb026ea1c2c8
5c3e4cdf-c7bf-46a5-8182-d0aa5d170a89,,5c3e5006c218f,"23,14,17,2,8,12,15,20,16,9,3,7,19,1,10,6,13,18,4,11,5,25",23,10,0,5c3e4cdf-c7bf-46a5-8182-d0aa5d170a89
5c3e505e-30cd-4add-be55-c9136a461279,strong Republicans,5c3e50b609574,"24,18,14,20,7,17,13,15,6,2,12,3,5,19,10,1,4,11,8,9,16,25",25,8,0,5c3e505e-30cd-4add-be55-c9136a461279
5c3e502a-c2a4-4e43-8399-a45a2227a254,strong Democrats,5c3e50e5b788d,"24,4,19,2,14,15,18,11,16,3,9,10,7,6,5,1,17,12,20,8,13,25",25,6,0,5c3e502a-c2a4-4e43-8399-a45a2227a254
5c3e5220-28ac-485c-b450-d7d1b15bf69d,strong Republicans,5c3e5283ea363,"24,5,14,10,18,19,4,12,2,8,3,17,9,15,11,16,1,20,13,7,6,25",,1,0,5c3e5220-28ac-485c-b450-d7d1b15bf69d
5c3e5216-cc69-4f95-8dcb-c609da11b1af,strong Republicans,5c3e530edd92e,"24,16,4,2,20,10,5,8,6,14,7,1,11,15,9,18,17,12,13,3,19,25",25,5,0,5c3e5216-cc69-4f95-8dcb-c609da11b1af
5c3e52e5-3891-4de0-8d4f-5ad2e7425880,Republicans,5c3e53ceb773a,"24,14,19,12,5,7,17,2,9,20,11,18,8,10,13,3,15,6,16,1,4,25",,3,0,5c3e52e5-3891-4de0-8d4f-5ad2e7425880
5c3e53f7-6353-4799-8d5f-0dcf1af9e40e,strong Democrats,5c3e5450064a3,"24,5,4,12,13,14,18,3,15,9,19,11,2,7,10,1,16,17,8,6,20,25",18,2,0,5c3e53f7-6353-4799-8d5f-0dcf1af9e40e
5c3e5411-8cbc-4880-a529-362649df8a7c,strong Republicans,5c3e5453ee966,"24,18,14,20,9,10,8,1,16,6,2,3,13,12,4,5,7,19,17,15,11,25",,4,0,5c3e5411-8cbc-4880-a529-362649df8a7c
5c3e57f0-ad75-4085-816c-8e0a19895fa4,Republicans,5c3e5843b7610,"23,5,16,12,10,18,7,2,8,4,15,9,19,20,3,1,17,14,11,13,6,25",,1,0,5c3e57f0-ad75-4085-816c-8e0a19895fa4
5c3e587e-a389-4353-96e0-a9c4dfd57cc7,Democrats,5c3e5944d2bcd,"23,20,4,12,16,10,11,19,14,15,7,9,2,5,1,17,18,3,8,6,13,25",17,6,0,5c3e587e-a389-4353-96e0-a9c4dfd57cc7
5c3e589f-a3c2-4f08-82e3-f384f6901820,Republicans,5c3e59482e62a,"23,20,8,4,16,1,11,5,6,9,2,14,12,17,10,18,13,7,15,3,19,25",2,10,0,5c3e589f-a3c2-4f08-82e3-f384f6901820
5c3e59bc-5fbb-4c39-bfa2-4ea1e73a0654,Republicans,5c3e5a2b8a5de,"24,5,9,15,14,3,10,8,17,16,11,7,18,19,1,13,6,20,2,4,12,25",14,5,0,5c3e59bc-5fbb-4c39-bfa2-4ea1e73a0654
5c3e59af-ecc2-4fc9-8d6b-3d07058dff60,Democrats,5c3e5abc1df9a,"23,13,14,19,5,11,20,1,3,15,17,9,18,7,10,6,4,16,2,12,8,25",13,8,0,5c3e59af-ecc2-4fc9-8d6b-3d07058dff60
5c3e5a85-5c4c-4c58-bda7-927ab385abcd,Republicans,5c3e5ae2c1343,"23,1,20,18,17,10,3,19,12,9,11,7,6,5,13,2,14,16,8,4,15,25",18,7,0,5c3e5a85-5c4c-4c58-bda7-927ab385abcd
5c3e5ace-3d77-4e9d-bddb-3645125c8f7b,Republicans,5c3e5b39386cc,"24,17,19,9,8,16,15,5,3,12,6,11,4,7,18,2,10,20,1,14,13,25",12,9,0,5c3e5ace-3d77-4e9d-bddb-3645125c8f7b
5c3e5afd-bbe4-4ac6-a36e-d2caebff0d2a,Republicans,5c3e5b734de73,"24,5,11,3,12,9,20,7,13,18,6,14,1,10,4,16,17,19,15,8,2,25",,5,0,5c3e5afd-bbe4-4ac6-a36e-d2caebff0d2a
5c3e5c76-a369-4673-95ce-39924b82b64a,Republicans,5c3e5d43dd325,"23,9,7,18,8,13,19,3,6,12,16,15,5,11,14,17,1,4,2,20,10,25",17,3,0,5c3e5c76-a369-4673-95ce-39924b82b64a
5c3e5cea-ff9c-49e2-9e89-a819701e1269,strong Democrats,5c3e5da0ea2b7,"23,19,14,16,2,18,3,12,8,15,7,1,11,9,10,20,17,6,5,13,4,25",8,6,0,5c3e5cea-ff9c-49e2-9e89-a819701e1269
5c3e5dcf-9f0a-41c5-8275-669a6460638d,strong Republicans,5c3e5e3d47bc5,"24,2,8,1,3,18,9,5,19,4,11,17,7,13,14,6,20,12,10,16,15,25",9,1,0,5c3e5dcf-9f0a-41c5-8275-669a6460638d
5c3e5f82-d042-4e41-9b99-00dfeb60fa40,strong Republicans,5c3e60030c2c8,"23,16,15,13,20,19,7,17,10,18,14,3,8,5,12,11,1,6,4,9,2,25",15,7,0,5c3e5f82-d042-4e41-9b99-00dfeb60fa40
5c3e5f53-af94-4fa0-99cb-25b8ef601619,Democrats,5c3e6006ca123,"23,9,17,19,15,13,16,1,5,7,18,11,3,6,12,10,4,20,8,14,2,25",,2,0,5c3e5f53-af94-4fa0-99cb-25b8ef601619
5c3e6036-d675-4a65-b4d8-c16712378d5b,Republicans,5c3e60b8268c7,"23,20,2,17,9,14,15,8,4,13,11,19,18,3,1,16,5,6,12,10,7,25",,10,0,5c3e6036-d675-4a65-b4d8-c16712378d5b
5c3e6101-fae9-4422-ad8b-d2cc0551a860,strong Democrats,5c3e6166e0483,"23,20,2,10,6,19,13,9,4,16,18,3,15,7,5,11,1,14,8,12,17,25",,8,0,5c3e6101-fae9-4422-ad8b-d2cc0551a860
5c3e5ee8-03b2-4709-ae9c-f738118ce6f1,Republicans,5c3e627511a94,"23,9,16,19,11,15,12,13,2,4,3,17,18,1,20,6,7,5,8,14,10,25",,4,0,5c3e5ee8-03b2-4709-ae9c-f738118ce6f1
5c3e7142-b79a-4a2c-b7f6-1af33298b0b9,strong Democrats,5c3e718129ef0,"23,4,9,10,3,1,13,18,5,2,15,16,20,7,12,8,14,11,19,17,6,25",,9,0,5c3e7142-b79a-4a2c-b7f6-1af33298b0b9
5c3e786f-9693-4e2b-ac95-be6eca2de376,strong Democrats,5c3e78b5d7e6e,"23,17,7,19,16,2,4,14,3,13,11,1,20,6,18,15,10,12,5,8,9,25",,8,0,5c3e786f-9693-4e2b-ac95-be6eca2de376
5c3e7dd4-8cd0-4a09-95c0-87efcb6861d4,strong Republicans,5c3e7e664da8a,"23,12,5,14,1,10,11,19,20,13,15,8,17,2,4,16,3,9,18,7,6,25",,1,0,5c3e7dd4-8cd0-4a09-95c0-87efcb6861d4
5c3e8388-54ac-4915-ad45-b0d90478b0fc,strong Republicans,5c3e83cdd6237,"23,9,16,19,13,2,15,1,11,7,12,8,17,3,14,18,5,10,6,4,20,25",25,7,0,5c3e8388-54ac-4915-ad45-b0d90478b0fc
5c3e838e-560a-438a-873d-1e227c1218aa,,5c3e83cf3f071,"23,20,6,19,11,13,15,7,10,8,2,18,16,14,17,5,4,9,12,3,1,25",23,10,0,5c3e838e-560a-438a-873d-1e227c1218aa
5c3e8435-e745-472b-ab92-1aeed94458a0,strong Democrats,5c3e845815cc9,"24,20,10,6,7,16,1,17,12,5,18,19,9,13,2,3,11,4,14,8,15,25",,5,0,5c3e8435-e745-472b-ab92-1aeed94458a0
5c3e84b2-ad47-487f-aaf0-fe4ed67a5cc8,Republicans,5c3e860659fa1,"24,17,20,18,10,4,7,12,13,14,16,8,9,19,5,1,15,2,3,11,6,25",25,2,0,5c3e84b2-ad47-487f-aaf0-fe4ed67a5cc8
5c3e869a-c1a7-40e7-8472-f18455aeb5ca,,5c3e86d1041d8,"23,18,1,11,5,15,10,8,16,20,2,12,19,7,3,6,9,14,4,13,17,25",23,6,0,5c3e869a-c1a7-40e7-8472-f18455aeb5ca
5c3e86c5-ebff-4338-b34f-884043f2b85e,strong Republicans,5c3e87011b3e1,"24,9,2,20,8,5,10,19,13,6,4,12,15,7,1,16,17,18,3,14,11,25",20,4,0,5c3e86c5-ebff-4338-b34f-884043f2b85e
5c3e8689-5687-4d3d-ae75-0307bf2ee06a,Republicans,5c3e87394e242,"23,6,11,8,1,17,7,13,15,19,4,5,12,14,18,9,2,10,16,3,20,25",,9,0,5c3e8689-5687-4d3d-ae75-0307bf2ee06a
5c3e87eb-09f9-45bc-8561-56855bdbe0f7,Republicans,5c3e882a263fa,"24,11,16,17,4,7,1,10,6,12,2,13,3,20,18,19,15,14,8,9,5,25",,3,0,5c3e87eb-09f9-45bc-8561-56855bdbe0f7
5c3e8722-a4d9-41ee-bef5-4ae9108e479d,Democrats,5c3e8831b5385,"23,13,14,8,15,4,12,10,5,1,20,11,18,17,9,19,3,2,6,7,16,25",,7,0,5c3e8722-a4d9-41ee-bef5-4ae9108e479d
5c3e8b34-380a-440b-9622-99d133877687,Democrats,5c3e8bf54d7bd,"24,16,4,14,10,6,20,13,9,18,1,15,12,7,17,11,2,19,3,8,5,25",25,1,0,5c3e8b34-380a-440b-9622-99d133877687
5c3e8c37-dbd0-4336-ad54-e84f4d6a688d,Republicans,5c3e8c62a4477,"23,4,11,14,6,13,7,3,19,12,18,17,15,16,10,8,2,1,9,5,20,25",,6,0,5c3e8c37-dbd0-4336-ad54-e84f4d6a688d
5c3e8f5e-812d-4fb3-8eb8-e127c6f498c1,Republicans,5c3e8f9438cd9,"24,1,6,3,15,17,13,8,14,10,18,16,9,19,4,12,5,2,20,11,7,25",,5,0,5c3e8f5e-812d-4fb3-8eb8-e127c6f498c1
5c3e8fd7-7609-4d33-8d03-27bcfd408b91,strong Democrats,5c3e900721cee,"24,9,14,19,7,13,18,12,17,16,11,1,3,6,10,2,20,4,5,15,8,25",,8,0,5c3e8fd7-7609-4d33-8d03-27bcfd408b91
5c3e8f84-d78d-47de-abb0-5fe4f382cb63,Democrats,5c3e9053bb674,"24,18,7,20,1,16,4,8,3,5,17,6,10,9,11,19,13,15,12,14,2,25",20,2,0,5c3e8f84-d78d-47de-abb0-5fe4f382cb63
5c3e905b-b5de-4881-af8a-bc25ce089821,Republicans,5c3e909c9076d,"24,18,6,12,9,5,4,20,14,3,16,7,1,19,10,8,2,11,15,13,17,25",,4,0,5c3e905b-b5de-4881-af8a-bc25ce089821
5c3e9243-ca89-4b72-87a8-e00581de729e,strong Republicans,5c3e928822201,"24,18,5,3,2,14,15,6,7,4,11,8,13,17,1,19,12,20,9,16,10,25",,10,0,5c3e9243-ca89-4b72-87a8-e00581de729e
5c3e922c-79ed-459b-b00e-7980494405ff,strong Republicans,5c3e92a49e43a,"23,19,12,18,8,17,10,20,7,3,6,5,13,2,1,15,11,14,16,4,9,25",,3,0,5c3e922c-79ed-459b-b00e-7980494405ff
5c3e94b9-4255-486c-b22f-ea31a46a8e7e,strong Democrats,5c3e958525037,"24,4,18,6,13,8,1,3,20,7,11,16,17,9,2,5,15,10,14,19,12,25",,9,0,5c3e94b9-4255-486c-b22f-ea31a46a8e7e
5c3e9715-25d4-498e-bf7e-99439f4d1590,Republicans,5c3e97d2868be,"24,18,6,20,9,12,15,3,13,10,4,17,19,16,7,5,11,1,14,8,2,25",,10,0,5c3e9715-25d4-498e-bf7e-99439f4d1590
5c3e97a4-4b4a-45d8-b2e2-1605f5bbb62e,Republicans,5c3e9830b038e,"24,1,16,20,17,9,7,18,12,10,4,5,13,3,15,6,11,14,19,2,8,25",,5,0,5c3e97a4-4b4a-45d8-b2e2-1605f5bbb62e
5c3e9923-3439-4dfb-a5ec-3796e5ff05d6,strong Democrats,5c3e99dc2af47,"24,12,4,7,19,20,11,14,13,18,10,17,5,8,15,6,16,9,3,2,1,25",25,1,0,5c3e9923-3439-4dfb-a5ec-3796e5ff05d6
5c3e9a4a-d311-46c6-9eb6-ef938eaf9110,strong Republicans,5c3e9aa5e8775,"24,11,17,16,20,3,2,15,4,9,10,8,18,7,19,5,1,13,14,6,12,25",25,3,0,5c3e9a4a-d311-46c6-9eb6-ef938eaf9110
5c3e99c3-f136-4fb1-879f-ba3362e30666,,5c3e9aeb7b1a9,"24,6,4,16,12,15,2,18,10,3,7,9,11,13,17,19,14,20,5,1,8,25",24,7,0,5c3e99c3-f136-4fb1-879f-ba3362e30666
5c3e9b3e-7c78-4bf3-ab4d-4bbabea3d02f,strong Republicans,5c3e9bad890cc,"24,10,15,5,17,8,13,3,9,4,18,11,14,1,20,6,2,16,7,19,12,25",16,8,0,5c3e9b3e-7c78-4bf3-ab4d-4bbabea3d02f
5c3e9bc1-a753-4fd8-b1e0-769dce900bd2,Republicans,5c3e9c1a69c4c,"23,15,3,2,11,4,12,14,16,19,17,7,13,20,9,1,18,10,5,8,6,25",,6,0,5c3e9bc1-a753-4fd8-b1e0-769dce900bd2
5c3e9ce2-58cb-4254-bd1f-fa64d6cc2e70,strong Democrats,5c3e9d0745b6d,"23,15,4,16,1,20,18,7,17,5,14,8,13,19,3,10,2,9,12,6,11,25",,9,0,5c3e9ce2-58cb-4254-bd1f-fa64d6cc2e70
5c3e9c8a-7fff-4269-90d4-382deb886b05,strong Republicans,5c3e9d12df82c,"24,19,9,3,20,11,5,13,7,17,18,10,4,12,15,1,2,16,14,6,8,25",,4,0,5c3e9c8a-7fff-4269-90d4-382deb886b05
5c3e9e1d-5add-4d9c-a115-4d84cbc5d63e,Republicans,5c3e9e772ea3c,"24,16,20,11,9,14,1,4,19,6,10,17,3,18,13,7,5,8,2,15,12,25",,2,0,5c3e9e1d-5add-4d9c-a115-4d84cbc5d63e
5c3e9e8f-10df-434d-8adc-c00a4a5899ac,strong Democrats,5c3e9ec54ee45,"23,3,5,19,15,8,20,2,12,7,6,9,17,10,16,13,14,18,11,1,4,25",,1,0,5c3e9e8f-10df-434d-8adc-c00a4a5899ac
5c3e9ec8-37f4-4c4c-bad7-0feb5238b64d,Democrats,5c3e9efea64fa,"23,9,11,5,19,16,14,8,7,13,4,18,6,2,3,17,12,15,10,20,1,25",,9,0,5c3e9ec8-37f4-4c4c-bad7-0feb5238b64d
5c3e9f3a-26dd-4200-95ba-7de49a877a36,strong Democrats,5c3e9f81e72cf,"23,8,17,4,9,14,19,1,20,10,12,5,6,16,13,7,11,15,2,18,3,25",20,2,0,5c3e9f3a-26dd-4200-95ba-7de49a877a36
5c3e9f50-3f17-4142-826b-2106c42f33db,strong Republicans,5c3e9fe3502e9,"24,19,16,14,2,4,9,13,3,15,17,5,6,8,20,18,7,11,1,10,12,25",14,3,0,5c3e9f50-3f17-4142-826b-2106c42f33db
5c3e9fde-e0e0-4b4c-8d21-d79de2c280ba,Democrats,5c3ea010b92d0,"23,1,10,12,17,7,20,3,8,16,9,15,6,2,19,4,11,14,18,5,13,25",,4,0,5c3e9fde-e0e0-4b4c-8d21-d79de2c280ba
5c3e9fd9-d8d2-4760-a864-0ff93bf40d20,Republicans,5c3ea018f0151,"23,4,16,19,9,10,14,20,1,6,12,2,7,3,17,11,8,5,18,15,13,25",,7,0,5c3e9fd9-d8d2-4760-a864-0ff93bf40d20
5c3e9ffc-d046-49cc-83eb-2e274fda2fdf,strong Democrats,5c3ea024f2e07,"23,5,2,17,13,20,3,14,16,11,18,1,10,19,12,6,15,4,7,9,8,25",,5,0,5c3e9ffc-d046-49cc-83eb-2e274fda2fdf
5c3e9fa0-7386-4c66-8f0b-d0204596b70b,Republicans,5c3ea040aa79c,"24,18,10,17,15,6,4,9,13,14,5,2,19,3,12,7,20,1,8,11,16,25",4,10,0,5c3e9fa0-7386-4c66-8f0b-d0204596b70b
